,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,type,marker
3079,"5957 McKee Rd, Ste 5","['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB: False', 'BYOBCorkage: yes_free', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'Corkage: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",CpPJ2UKAxDLwj95-HNFPHg,food coffee & tea restaurants beer wine & spirits cafes,Fitchburg,"['Monday 6:30-21:0', 'Tuesday 6:30-21:0', 'Wednesday 6:30-21:0', 'Thursday 6:30-22:0', 'Friday 6:30-22:0', 'Saturday 6:30-22:0', 'Sunday 7:0-20:0']",1,43.0149710513,-89.4576370192,Barriques Market,,53719,67,4.0,WI,business,Coffee
3080,"111 West Monroe St, Ste 111","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'RestaurantsGoodForGroups: False']",P-na-PyTJTL-uZ15vEg6zA,cafes food restaurants coffee & tea,Phoenix,"['Monday 7:0-15:0', 'Tuesday 7:0-15:0', 'Wednesday 7:0-15:0', 'Thursday 7:0-15:0', 'Friday 7:0-15:0']",1,33.4500119,-112.0756189,Mornin' Moonshine,,85003,13,4.0,AZ,business,Coffee
3081,4121 Butler St,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2: 2']",FG8atOE15c8IoQH_hEb9zA,breakfast & brunch food restaurants coffee & tea creperies,Pittsburgh,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0', 'Saturday 9:0-17:0', 'Sunday 9:0-17:0']",1,40.4701019,-79.9609173,Geppetto Cafe,Lawrenceville,15201,55,4.0,PA,business,Coffee
3082,6250 Nesbitt Rd,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'Alcohol: none', 'NoiseLevel: loud', 'Caters: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2']",aUaNjof210DIzvJked1uhQ,bakeries coffee & tea restaurants food breakfast & brunch,Fitchburg,"['Monday 6:0-19:0', 'Tuesday 6:0-19:0', 'Wednesday 6:0-19:0', 'Thursday 6:0-19:0', 'Friday 6:0-19:0', 'Saturday 7:0-18:0', 'Sunday 7:0-18:0']",1,43.0108105,-89.4785857,True Coffee Roasters,,53719,37,4.0,WI,business,Coffee
3083,245 Rue Saint-Jacques,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",677d4SLQEryJNM-FFRqyxg,food sandwiches coffee & tea cafes restaurants bakeries,Montréal,"['Monday 7:0-18:0', 'Tuesday 7:0-18:0', 'Wednesday 7:0-18:0', 'Thursday 7:0-18:0', 'Friday 7:0-18:0', 'Saturday 8:0-15:0', 'Sunday 9:0-15:0']",1,45.503595,-73.558883,Les Moulins la Fayette,Ville-Marie,H2Y 1L9,21,4.5,QC,business,Coffee
3084,2201 N 7th St,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: True', 'CoatCheck: False', 'GoodForDancing: False', 'GoodForKids: True', 'HappyHour: True', 'HasTV: False', ""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'Smoking: outdoor', 'WheelchairAccessible: True', 'WiFi: free', 'NoiseLevel: average', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}""]",oFHvr1cAktvU-bQgrl4aPw,cocktail bars restaurants cafes vegan food bakeries american (new) bars vegetarian nightlife coffee & tea,Phoenix,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-23:0', 'Saturday 6:0-23:0', 'Sunday 6:0-22:0']",1,33.471303,-112.064761,The Coronado,,85006,201,4.5,AZ,business,Coffee
3085,Augustenstr. 52,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",BYeKx5jN2FSxEzKjc0UEug,coffee & tea food cafes restaurants,Stuttgart,"['Monday 8:0-15:0', 'Tuesday 8:0-15:0', 'Wednesday 8:0-15:0', 'Thursday 8:0-15:0', 'Friday 8:0-15:0']",1,48.7709,9.16422,Cafebar Auszeit,,70178,19,4.5,BW,business,Coffee
3086,24 Haymarket Terrace,"['Alcohol: none', ""BusinessParking: {'garage': False, 'street': False, 'lot': False, 'valet': False}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WiFi: no']",DwP3Bab-4PrOhW40ec9GwQ,coffee & tea delis food restaurants sandwiches,Edinburgh,"['Monday 7:30-15:0', 'Tuesday 7:30-15:0', 'Wednesday 7:30-15:0', 'Thursday 7:30-15:0', 'Friday 7:30-15:0', 'Saturday 9:30-15:0']",1,55.9460771,-3.2195966,Sandwich Culture,Haymarket,EH12 5JZ,7,4.0,EDH,business,Coffee
3087,"Fairmount Cir, 20630 N Park Blvd","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",X4t-7iLJIpH5xe99zm8sAw,american (new) sandwiches restaurants food breakfast & brunch coffee & tea burgers,Shaker Heights,"['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-21:30', 'Saturday 7:0-21:30', 'Sunday 8:0-15:0']",0,41.4868054,-81.5356093,North Park Grille,,44118,11,4.0,OH,business,Coffee
3088,613 Lincoln Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",PKYNB-KDGCqiHtMO6vEOKg,coffee & tea soup restaurants bagels food,Bellevue,"['Monday 7:0-15:0', 'Tuesday 7:0-15:0', 'Wednesday 7:0-15:0', 'Thursday 7:0-15:0', 'Friday 7:0-15:0', 'Saturday 8:0-21:0', 'Sunday 11:0-15:0']",0,40.496863,-80.058902,Affogato,Bellevue,15202,7,4.5,PA,business,Coffee
3089,8199 Yonge Street,"['Alcohol: full_bar', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False']",_GxIYv74MyV0pEZ28ZHSlQ,restaurants food coffee & tea desserts persian\/iranian,Markham,"['Monday 9:0-17:0', 'Tuesday 18:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-18:0']",0,43.8271225,-79.4269948,Zaytoon Persian Kitchen & Dessert Bar,Langstaff,L3T 2C6,5,4.0,ON,business,Coffee
3090,9036 Church St,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsReservations: True']",hM9g6_VR8sdzfvcWNsnUaQ,vegetarian coffee & tea food restaurants diners cafes vegan,Twinsburg,"['Wednesday 11:0-15:0', 'Thursday 11:0-15:0', 'Friday 11:0-15:0', 'Saturday 11:0-15:0']",1,41.3116048,-81.4421747,Greenbridge Teahouse and Cafe,,44087,11,4.5,OH,business,Coffee
3091,28 Kensington Avenue,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: free', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}""]",nJBwEYaulNXHPAUP0OBRtg,restaurants sandwiches food coffee & tea desserts,Toronto,"['Monday 10:0-18:0', 'Tuesday 10:0-18:0', 'Wednesday 10:0-18:0', 'Thursday 10:0-18:0', 'Friday 10:0-18:0', 'Saturday 10:0-18:0', 'Sunday 10:0-18:0']",1,43.6535844,-79.4004303,FIKA,Kensington Market,M5T 2J9,112,4.0,ON,business,Coffee
3092,"5555 E Bell Rd, Ste 6","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",tt9Jy2HBhkKpEG3KxFX0fQ,caterers specialty schools cooking schools event planning & services cafes education coffee & tea breakfast & brunch restaurants food,Scottsdale,"['Saturday 8:0-14:0', 'Sunday 8:0-14:0']",1,33.640001,-111.960636,Benedict's,,85254,200,4.0,AZ,business,Coffee
3093,1206 Rue Bélanger,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",qWiUdhH20mjErtTDvfua-g,breakfast & brunch food cafes coffee & tea restaurants,Montréal,"['Monday 7:30-20:0', 'Tuesday 7:30-20:0', 'Wednesday 7:30-20:0', 'Thursday 7:30-20:0', 'Friday 7:30-20:0', 'Saturday 9:0-18:0', 'Sunday 9:0-18:0']",1,45.5417649,-73.6075342,Café Cubic,Rosemont-La Petite-Patrie,H2S 1H8,11,4.5,QC,business,Coffee
3094,750 E  Washington,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free']",5paKcA2AAguJgZYBkr-I7A,restaurants beer wine & spirits sandwiches coffee & tea food,Madison,"['Monday 6:0-21:0', 'Tuesday 6:0-21:0', 'Wednesday 6:0-21:0', 'Thursday 6:0-21:0', 'Friday 6:0-22:0', 'Saturday 7:0-22:0', 'Sunday 7:0-21:0']",1,43.0806001659,-89.3760845032,Cargo Coffee East,Tenney - Lapham,53704,41,4.0,WI,business,Coffee
3095,125 Lower Jarvis St,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",xqNpOnxY0XzdnUE4sjmg0w,grocery indian restaurants food coffee & tea,Toronto,"['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-19:0', 'Saturday 11:0-19:0']",0,43.6487051,-79.3708845,Chaska,St. Lawrence,M5E 1Z6,4,4.0,ON,business,Coffee
3096,"2040 W Deer Valley Rd, Ste A","['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",wYGILr1x6erxRzWZIZDEvg,food restaurants donuts coffee & tea fast food delis breakfast & brunch,Phoenix,"['Monday 5:0-15:0', 'Tuesday 5:0-15:0', 'Wednesday 5:0-15:0', 'Thursday 5:0-15:0', 'Friday 5:0-15:0', 'Saturday 5:0-15:0', 'Sunday 5:0-15:0']",0,33.68439,-112.103672,Rainbow Donuts Bakery and Cafe,,85027,9,4.0,AZ,business,Coffee
3097,164 N Main St,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",qze2r_DmAdagxDvvgQl7nw,restaurants cafes coffee & tea food,Hudson,"['Monday 6:30-20:0', 'Tuesday 6:30-20:0', 'Wednesday 6:30-20:0', 'Thursday 6:30-20:0', 'Friday 6:30-21:0', 'Saturday 7:0-20:0', 'Sunday 7:0-17:0']",1,41.2421710202,-81.4405675941,Open Door Coffee Company,,44236,32,4.5,OH,business,Coffee
3098,9525 Birkdale Crossing Dr,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'WiFi: free']",wCmGaylb3LwS1ikJbTKHag,restaurants food coffee & tea,Huntersville,"['Monday 6:30-16:0', 'Tuesday 6:30-16:0', 'Wednesday 6:30-16:0', 'Thursday 6:30-16:0', 'Friday 6:30-16:0', 'Saturday 8:0-15:0']",0,35.4427959,-80.8856763,The Nook Coffee Bar & Eatery,,28078,8,5.0,NC,business,Coffee
3099,"660 S College Ave, 2nd Fl","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForDancing: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'OutdoorSeating: True', 'RestaurantsAttire: dressy', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'RestaurantsReservations: True', 'HappyHour: True']",P5VtqamycWfDkS2_v-qU_Q,food restaurants cocktail bars bars coffee & tea wine bars sandwiches beer wine & spirits nightlife,Tempe,"['Monday 11:0-18:0', 'Tuesday 11:0-18:0', 'Wednesday 11:0-18:0', 'Thursday 11:0-18:0', 'Friday 11:0-18:0']",1,33.4234904,-111.9355927,Pitchforks & Corks,,85281,8,4.5,AZ,business,Coffee
3100,366 Morningside Road,"['Alcohol: none', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",X_KaYlw57RpXWzUrQb0Z9Q,restaurants coffee & tea juice bars & smoothies delis food,Edinburgh,"['Monday 7:30-17:0', 'Tuesday 7:30-17:0', 'Wednesday 7:30-17:0', 'Thursday 7:30-17:0', 'Friday 7:30-17:0', 'Saturday 8:0-16:0', 'Sunday 8:0-16:0']",1,55.9266149,-3.2093281,The Zulu Lounge,Morningside,EH10 4QN,9,4.5,EDH,business,Coffee
3101,338 Rue Principale,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",qZiL64enq_DZCZZHLOScxA,restaurants breakfast & brunch coffee & tea food beer wine & spirits,Saint-Sauveur,"['Monday 6:0-15:0', 'Tuesday 6:0-15:0', 'Wednesday 6:0-15:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 6:0-15:0']",1,45.8912901,-74.160672,Au Petit Cafe Chez Denise,,J0R 1R0,16,4.0,QC,business,Coffee
3102,"3343 Yonge Street, 2nd Floor","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: free']",rtr3fSe2DIjjTkyHJQtCAQ,restaurants creperies cafes coffee & tea tea rooms food,Toronto,"['Tuesday 11:0-18:0', 'Wednesday 11:0-18:0', 'Thursday 11:0-18:0', 'Friday 11:0-20:0', 'Saturday 11:0-20:0', 'Sunday 11:0-18:0']",1,43.7311719,-79.4038217,T-Buds,,M4N 2M4,63,4.0,ON,business,Coffee
