uid,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
116924,BgZwJBhVWKq1Urs4rKBdiA,Tres,1336,2008-01-31,1893,1803,1470,0,3,83,17,11,5,11,110,276,180,180,88,20
117407,rCx7tb3toOJUsvdOeqYY0g,Sharon,1033,2009-01-20,2683,2174,2302,0,3,1063,76,125,35,14,353,918,1466,1466,414,105
117438,JA4Rw3qdKuGDCFbexnbN5w,Caroline,1274,2007-05-21,28,3,2,0,3,54,13,1,3,1,69,65,85,85,52,58
117546,8rzqG5NLuDlnqE49USzvTw,Keven,1156,2008-10-28,50,38,28,0,3,33,5,1,1,2,32,86,59,59,13,3
117551,61KHh-BznR__JiiN5iMwHg,CJ,1044,2007-07-20,1454,1433,1691,0,3,1470,73,88,276,38,810,675,1474,1474,148,85
117764,1hWXgcDzfvFmWMpBsXfqHw,Juan,1326,2010-03-14,560,100,30,0,3,2,12,3,0,1,23,29,14,14,14,2
117817,r9Wii37p0kEDIUt2e2_LqQ,Randy,1186,2006-08-23,3455,2198,1884,0,3,1326,151,128,52,67,432,1124,1856,1856,723,582
118340,WPl2gULxrrh_GoypMzHF-A,Paul,1410,2009-07-19,1392,1329,1368,0,3,684,70,40,40,7,518,1195,873,873,166,105
118516,Y5oH9VlzH0IfhCQ3SSESoQ,Les,1051,2008-07-24,122,101,108,0,3,265,43,25,13,15,112,556,504,504,200,46
118601,hE22l_i6GHr2AqSeqH0fyA,Mike,1046,2009-03-11,11955,6585,6706,0,3,56,15,10,0,2,219,410,181,181,98,8
118681,-zuV9Du1HFHaQ6GnVyGWsQ,Katharine,1698,2006-09-13,323,256,293,0,3,148,26,11,13,8,96,125,233,233,109,6
118684,mVA4IeYyVKPUWRrN5oplMA,Nat,1417,2009-08-07,142,43,28,0,3,41,5,9,1,1,18,44,111,111,37,18
118785,UKU5x7fgNWzzdpCh3PqS0A,Canny,1110,2010-06-19,9,5,0,0,3,21,2,1,0,0,20,20,27,27,16,11
119113,xwhDvpei1SrwUJjawvfgkQ,Cindy,1121,2010-10-03,229,54,87,0,3,20,5,1,13,1,14,28,37,37,20,9
119251,LhFzr2vZDEc2KNHxuiHtIw,Cat,1258,2009-12-11,177,120,63,0,3,281,26,10,35,0,298,394,459,459,149,63
119266,6WSKtJBe-jCTrZQ0b4uweQ,Michelle,1065,2010-02-01,16,11,2,0,3,54,6,5,12,2,70,64,68,68,41,12
119276,y22jM83qCgsNGryv9328gQ,Michelle,1105,2008-11-16,38,20,6,0,3,27,6,5,1,3,47,63,39,39,36,18
119651,RdGgH2C655oklnPT3oZJ0A,Erica,1367,2006-11-23,193,46,137,0,3,21,9,4,8,2,27,44,40,40,21,7
119681,sdnjNnQNpGB9OsX9fyJ0FQ,Phoebe,1120,2009-09-30,124,120,145,0,3,28,7,4,10,3,32,56,39,39,30,17
119721,kW2dk1CWihmh3g7k9N2G8A,Shradha,2084,2007-07-18,137,44,31,0,3,73,13,6,13,38,63,94,110,110,47,6
119769,WlWgl1aWl-8wGZYUncV-2A,La,1036,2008-06-11,165,385,121,0,3,85,5,1,14,2,28,67,64,64,9,4
120012,fjEukWsKu9k8E0gJuRwf7w,Minerva,1001,2008-10-15,0,5,0,0,3,15,5,3,3,0,13,30,12,12,12,6
120027,jt49xjEjQisu6wTTGn6B3A,Annette,1223,2010-07-01,13867,1051,10515,0,4,343,63,41,64,34,657,2543,875,875,347,213
120557,DEOH_z7QaXnrH7vnmDl5KA,Rohan,1082,2009-05-27,1278,172,111,0,3,19,16,3,3,1,31,44,65,65,42,16
120638,CMW-yrCQrRnhAg0yvRajvA,Philip,1050,2010-12-18,64,30,80,0,3,9,3,1,0,1,8,15,11,11,10,1
121992,NZba-Q-Fp10iF77CTQt24Q,David,1123,2007-06-15,670,533,2710,0,3,920,55,77,99,46,532,1993,890,890,187,91
122563,Lr-B-r-KF80yFy-2u336bw,Eugene,1735,2008-12-29,722,443,722,0,3,2002,117,240,76,58,956,4268,3312,3312,688,605
122986,k0m5nvgAIIA24t_iPZOAsw,Reed,1514,2008-10-29,154,120,48,0,3,69,10,7,1,7,159,182,115,115,77,3
123025,nT-sNbcZDDo_9cWBPQSMQA,Lawrence,1019,2008-09-21,3109,256,828,0,3,177,13,17,3,1,241,715,530,530,150,99
123432,d_-ypwVYiP-DswClkAg8Iw,Anne,1518,2008-11-30,378,330,381,0,4,80,28,10,3,3,82,167,198,198,132,61
123453,GaTWkVy-pY6phZOqW6ykuw,Pete,1294,2007-06-20,857,466,686,0,4,286,61,28,12,23,315,557,854,854,150,71
123497,Lu8y2ayxVlAzuJEVfVcH4w,Rebekah,1899,2007-07-31,3544,3305,3224,0,4,2779,135,125,290,69,641,1756,2026,2026,694,735
123601,WnzRueYdRWNSbkXB0_0i4Q,Chuck,1149,2008-07-31,486,53,32,0,3,70,13,14,4,4,53,104,123,123,63,9
123604,DSpFOTOSCAh3LEv3L1fPPQ,Zach,1129,2011-06-01,774,471,688,0,3,39,9,5,0,7,90,72,69,69,52,2
123707,IDl8QswIXwI6Fr6KW3TbRw,Joseph,1087,2008-05-02,42000,27442,40822,0,3,2861,185,149,15,15,1236,2680,6171,6171,2199,2014
123918,8Aq_UdlsrjhBwGWb_U-xRA,Wilhelm,1003,2006-11-30,49996,34599,51645,0,4,5617,317,715,292,141,1409,4765,7532,7532,2047,4698
123925,Y8UTUzqG-JJGKGC0Fv643w,Simon,1117,2010-04-29,985,504,720,0,3,168,34,6,0,5,104,381,346,346,129,36
123961,Gg3K7jsyWEl6TlGmhodODg,Chad,1198,2008-05-04,73,57,55,0,3,317,21,4,5,23,59,195,460,460,154,25
124061,pa86Mfdc8SEmFJavReMDaA,"Shirley M.",1047,2007-03-24,4704,142,531,0,4,27,5,6,4,1,38,49,47,47,20,32
124184,QtT8tBXKhZI3Ehe4oUfbGw,Jennifer,1042,2008-04-18,5483,4036,3665,0,3,1553,102,69,30,11,501,1004,1332,1332,450,853
124212,eZGoPMRfq2hw5LfwJg0uTA,Stephen,1117,2009-08-02,19,4,0,0,3,18,5,2,0,0,28,44,48,48,34,5
124235,f8W2Qv9QosVaP-dRQwLEyw,Schel,1664,2008-11-18,18604,18389,18608,0,3,2300,449,250,80,85,2016,3600,4242,4242,1344,360
124516,3XzhO2aJdvVtYhKOCJsPrg,Charley,2062,2011-01-20,1179,343,812,0,4,97,21,10,2,2,67,193,180,180,62,49
124715,PoXotAFFt6x-GmH8_SRCkg,Kaaren,1091,2007-05-07,241,20,3,0,3,16,10,6,8,3,26,20,44,44,17,15
125227,dArzYnlZh0gBLjA6YkJeoQ,Isabel,1407,2010-01-14,234,55,29,0,4,107,16,10,6,0,59,146,168,168,55,37
125265,0aBTYXlP3z5nJ7okTARj8A,A.,1006,2010-12-18,33,8,8,0,3,4,5,1,1,0,8,28,11,11,21,16
125622,U-blmCm_qUbibUUgqDSB_g,Juan,1772,2010-09-20,899,580,569,0,3,93,17,14,5,5,60,127,119,119,72,56
126508,gjRvBu1th-YobqPwPTysJQ,Jess,1223,2006-01-22,144,66,84,0,3,30,14,9,2,1,31,44,39,39,22,3
127972,3EAHMMsNnN4rrQVPPuzdnw,Jones,1263,2008-09-28,362,21,15,0,3,22,19,6,0,0,28,18,97,97,16,4
131935,R_xjmz2nZgyOkqFKPmkjnA,Steve,1074,2009-05-20,23216,22785,23020,0,3,2360,257,301,23,38,898,3724,5022,5022,2458,1870
132166,o2Or6xqxeWaE46tdzK0UGg,Lisa,1573,2010-03-13,674,607,588,0,3,515,54,39,46,15,252,422,682,682,315,364
137428,zzpgpo54-_P-4rzzBtOuLQ,Aurélie,1364,2013-10-23,484,294,315,0,3,626,9,16,29,8,347,771,555,555,75,115
137509,XkLK2iBsgqF6mWwDfRgqqQ,Seong,1523,2006-09-12,1988,1696,939,0,3,1628,75,56,207,23,555,497,1125,1125,139,43
137806,CQUDh80m48xnzUkx-X5NAw,David,3568,2008-12-29,3008,1879,2748,0,3,669,145,133,66,285,1018,1513,1533,1533,478,171
137809,rlDDkE6G-nMO-z0hNqekzA,Brad,1316,2009-05-10,300,84,225,0,3,28,22,8,0,7,48,72,33,33,106,7
137946,HpQ6AMW-v2iDFPOE6fkm0Q,Lolo,2018,2011-05-13,31880,6122,20074,0,3,2209,210,97,64,25,1663,7291,1971,1971,353,342
138008,xsMd6OnEJ6_Np6Es0uxOIg,Gerard,1034,2007-02-28,100,28,19,0,3,21,6,4,4,6,23,53,49,49,14,11
138010,864nL0po2ldN8TPgbSiwOQ,Walter,1515,2010-01-24,525,483,466,0,3,141,32,10,1,1,184,277,323,323,167,20
138035,cPcStFGBlk-6lWWsttIfVQ,"Ee Vonn",1553,2009-11-08,118,125,55,0,3,107,11,16,16,8,45,167,113,113,116,36
138404,4EkDs9ZvbnmwGhmm6bGH7A,Arnold,1530,2006-08-11,980,258,290,0,3,50,16,7,0,6,76,107,137,137,35,34
138432,o1_sfJ71nrq5QrF00v3Icw,Joe,1305,2011-11-14,32789,33090,32982,0,3,4286,452,196,97,66,1859,4640,6082,6082,4486,6564
138621,ITa3vh5ERI90G_WP4SmGUQ,Peter,2489,2008-05-06,47767,16997,42938,0,3,2248,346,329,326,339,2262,7525,4081,4081,1454,396
138624,IixIxVQJvJg7SDQM_WCMmw,Jerrica,1345,2009-03-02,317,172,125,0,3,194,12,15,28,7,118,119,185,185,76,72
138900,jH4i-q5cyHdLKDTJER0oew,Conor,1284,2010-03-20,7,5,3,0,3,6,7,9,1,0,12,27,12,12,9,3
139118,53-0CIUo-pd5ysfvHXb2yQ,Diana,1127,2008-06-05,6465,5473,6360,0,3,911,79,69,149,34,144,824,732,732,413,236
139381,7DmUbNOJgTMYOX_Ap_Ja_w,Vi,1055,2008-04-13,32,26,10,0,3,91,26,12,10,2,70,156,88,88,87,9
139849,tgTt8j-UCJyJxvK58yDA-g,Francesca,1353,2007-01-26,8996,3447,8473,0,3,408,39,19,38,9,188,560,625,625,250,62
140550,I9vkjKs1O5Ctf5gy0ry4yg,Brenda,1623,2009-09-01,540,138,97,0,3,46,18,9,18,1,55,80,91,91,66,38
140570,8Kjf1ulh1ox5RiO42UI4IQ,John,1016,2009-05-09,17,3,1,0,3,9,3,1,0,0,12,17,16,16,13,6
140576,TwjiWvK0ZP15lzGC049oIQ,S,1411,2010-03-06,116,20,22,0,4,12,8,3,3,1,12,25,12,12,6,16
140696,Bezh6tDmCrL0-SnsV6CneA,Irene,1023,2007-05-07,39,26,6,0,3,29,11,2,2,0,16,26,38,38,20,7
141132,Rx7DNBmPPShVjlcQidGuTw,H,2277,2006-04-24,7,23,2,0,3,244,26,15,63,17,137,126,261,261,63,11
141201,NeXRy1C7PxS7bvIcQ3SymA,Shannon,2450,2006-10-12,1579,523,721,0,3,288,41,21,25,26,136,300,490,490,187,92
141466,7KVpIdVSWCzI5F7TGxQawA,Natasha,1320,2008-11-25,6,13,2,0,3,37,6,5,8,0,41,56,70,70,31,3
141553,yh8_9Ix1wp9dekvyOZbilQ,Christina,1700,2008-04-09,97,109,90,0,4,2464,194,299,132,116,828,3574,3040,3040,1596,285
141558,YbZg36FoMgkKcTEPae5siA,Amy,1699,2006-08-26,125,198,78,0,3,403,31,28,19,5,168,432,474,474,150,21
142371,WKU4ARVrsNF8jpitZqNZpg,"Byoung Kyu",1058,2007-08-25,14,1,4,0,3,15,9,4,1,1,45,41,54,54,25,0
142618,ke0wwp9Dx5CVUWP18keLag,Marilynn,1137,2010-07-01,80,10,16,0,3,3,3,2,1,0,9,16,10,10,8,6
143412,3zxy3LVBV3ttxoYbY4rQ8A,Farrah,1533,2008-05-12,23755,9299,25580,0,3,1337,151,163,244,153,1359,5015,2170,2170,638,351
143414,a5hyrWp6GuGteNxOW7yGsQ,Grace,1070,2008-03-24,633,512,846,0,4,166,19,10,8,4,78,343,285,285,138,24
143437,opPpHVIp8SKHMJg3_y5Lew,Mike,1329,2010-06-25,1470,1365,1410,0,3,771,81,116,43,55,199,1020,1146,1146,389,302
143652,gfyW0vuJls8ARoHmogfcmw,Marilyn,1654,2009-01-08,739,284,272,0,3,110,31,26,22,1,29,80,93,93,118,9
143947,peuxbSQwXed-81cSqL7Ykw,Brittany,1356,2011-04-13,9297,8715,9076,0,4,1534,168,138,192,73,1064,4584,2518,2518,1334,411
143975,baY9cJBx7oprSZNKA3BIHA,Shay,1379,2008-07-16,128,57,111,0,3,130,10,4,6,4,85,91,163,163,61,44
144837,XkdIYdBV5hosuVLBIpwSUg,Tim,1108,2008-09-17,973,626,1447,0,3,192,42,39,5,9,136,264,323,323,92,64
144925,mx0AZEmzuFg9ZQ2i0Fak4w,Leon,1003,2008-10-30,1280,325,1561,0,3,350,24,17,39,24,158,839,480,480,116,73
147320,jipgimnSNp3qdK2dKUQvBg,Cat,1479,2008-08-11,6764,6525,6852,0,3,4708,378,497,314,79,605,1245,3580,3580,1654,1774
147355,sBswn4u5KkmMyWVCV8mTrA,Cindy,1006,2009-06-10,3795,3223,2825,0,3,75,10,6,5,5,56,109,117,117,52,15
147625,ow6wOP888_nHHGPjys22mA,Brian,1104,2010-05-21,179,160,90,0,3,103,24,12,4,5,80,174,232,232,98,56
148280,RCZ5M9o2-fxgFuurpmEs3w,Craig,1077,2009-02-15,97,114,134,0,3,3,1,0,0,1,16,11,6,6,7,0
148396,Wxd-EKF2Z4RHZUmwQ6Eeew,Adrienne,1184,2008-02-15,282,107,164,0,3,115,23,11,4,15,72,143,158,158,86,57
148492,LU7ikPXZ5R8tv4oNQZQkKw,Fatty,1802,2006-04-12,199,162,172,0,3,41,17,5,10,8,62,77,74,74,26,19
150245,kK0QDyfeSwcZl4gGilnW7w,Amy,1243,2012-09-23,15,13,16,0,3,141,27,27,27,3,73,90,152,152,193,68
150379,UXbCcmkYGl3DH_Py5UOtbQ,Toni,2058,2007-10-04,64020,43682,63478,0,4,8443,3512,5899,1536,2188,6507,9821,9634,9634,5751,1196
150528,xceJT1G2Yhel3W2lRxRTDA,Susan,1089,2007-03-14,5322,2707,4528,0,3,259,27,17,29,9,116,227,341,341,66,32
150558,NcIVAyjpdXVNomQej-bATA,Amy,1137,2006-12-15,941,794,658,0,3,96,15,13,13,29,82,130,127,127,76,11
150561,5gbkhlWANGVzQYi_0m3vOQ,Jess,2322,2008-03-06,832,491,596,0,3,476,22,40,38,8,117,182,493,493,497,164
150618,IDVFG1pNSHIHoVuoLuZpcQ,Andy,1283,2008-01-02,164,157,155,0,3,353,34,24,9,17,250,473,747,747,255,302
150635,oBhQMjrT0zdSLdlybWRA_w,Clarence,1155,2008-01-08,339,28,25,0,3,12,14,5,1,1,11,40,46,46,25,1
150801,_H1VvAk65d2z-2-XuLHkmw,Jackie,1450,2007-07-29,243,155,123,0,3,59,10,5,6,5,22,49,102,102,35,23
150859,jVYzrVblDFSuL3GHtt8ZSA,Crystal,1030,2008-10-24,17090,4443,12903,0,3,842,70,45,114,52,589,2620,1266,1266,216,115
150870,To0GTLW5MGZwOg5TxxZIQA,Ericka,1440,2008-02-07,3761,3585,3118,0,3,659,42,38,46,42,335,766,745,745,271,113
150878,Eypq5gLLjCapBVVnMw_MyA,Misha,3179,2007-10-29,19,25,10,0,3,70,13,9,9,4,42,78,107,107,49,9
151180,0CqAmHUSWPEQdrnCbDiaVA,Brian,1219,2010-09-26,7,5,1,0,3,10,3,3,0,0,20,12,14,14,10,1
151418,4SJS_m-JXc0oASx6x5Mjkw,Min,2158,2007-02-21,12290,6303,5627,0,3,2739,148,109,401,78,1028,1656,2804,2804,434,148
151457,QJI9OSEn6ujRCtrX06vs1w,J,1983,2007-03-19,4756,4681,4734,0,3,1274,98,156,52,68,777,3662,2068,2068,562,1484
151481,X_DkwPTzdO_VWzUcbUXREg,Eric,1031,2008-08-08,347,305,329,0,4,65,10,9,1,3,103,135,142,142,58,5
151624,hYWwocw-J4KdyGLrUlOYXA,Felicia,1391,2008-09-09,219,332,139,0,3,41,6,7,4,1,39,67,109,109,62,6
151773,pSfeno8ExPHvn8NXca5sfA,Schelly,1021,2007-07-20,20,13,8,0,3,28,5,2,7,0,12,19,33,33,19,14
151797,vgwdQ0fpDZdoTidJuwYq7w,Colleen,1301,2005-09-19,1067,467,828,0,3,98,16,1,13,2,36,88,103,103,20,9
153305,FIDPP65G4FxtZfqt5HwWWg,Christine,1057,2012-01-01,58,49,36,0,3,185,21,15,19,10,66,195,179,179,123,48
153547,JKIkdVqAJLEXTq92gF98bA,Mike,1062,2009-01-25,14563,14559,14547,0,3,3774,253,369,186,77,1116,2574,4125,4125,1773,3659
153812,1P9BpFZ_d3PGCdytDTYJCw,Solomon,2582,2008-08-13,13,20,3,0,3,39,25,7,2,3,68,159,114,114,104,3
154018,oyXIV-9GRBBZrFydPCaR2w,Candace,1401,2010-01-25,3115,879,1652,0,3,463,123,39,19,14,244,1071,649,649,374,125
154350,4RUXeyp_Af2C5t9JFyJlBQ,Nina,1140,2010-07-29,137,149,97,0,3,113,15,14,15,6,39,144,149,149,77,49
154359,4Y81J2Tdq5XAnkeYmCZ2ow,Nique,1315,2008-12-11,9667,8920,10263,0,4,2140,159,159,260,58,1086,4353,2767,2767,835,652
154385,kYVpQrlb7l3D5jTPPKduLA,Joyce,1019,2010-04-18,249,216,24,0,3,22,2,2,10,0,25,41,39,39,17,15
154394,qWYEuBZP7av55tewg3PXKg,"Mary Kate",1647,2010-06-04,3774,3005,3394,0,3,400,45,22,30,8,433,1412,796,796,192,356
154700,woZhhAj9QrzMYBJ8M7uJFA,John,1103,2008-10-13,501,531,524,0,4,717,45,42,13,17,227,714,833,833,420,35
154942,m07sy7eLtOjVdZ8oN9JKag,Ed,3546,2006-07-22,114,55,93,0,3,2281,264,144,144,198,640,1082,2422,2422,2062,1301
155236,PTD6ocdGBUa-dcXS3Vr7Xg,Andy,1006,2008-09-03,12,12,4,0,3,35,10,8,3,0,40,52,61,61,47,7
155256,rDqapmGz04gIUH-mecYrJQ,Nicole,1572,2008-09-06,1220,270,253,0,3,155,9,5,7,12,89,135,215,215,65,5
155323,7ziWZULyiZv2TesYNMFf4g,Linda,1314,2011-03-03,0,0,0,0,3,6,2,4,1,0,7,27,23,23,12,0
155641,GqzoKYXv6F1O85bhywyoSA,Kathy,1080,2008-09-11,283,218,43,0,3,890,54,34,97,34,170,390,713,713,246,73
155903,Xe_YZP3xz_JsSaQq8czlgg,Sonya,1256,2007-04-30,1434,711,802,0,3,249,34,20,9,26,200,215,499,499,218,29
156037,0C65lVj_ujVYDs7b2yYBAA,David,1044,2009-02-24,4706,4548,4704,0,4,1616,145,303,158,76,561,1869,1812,1812,757,837
156043,I-FmdvI28N7OIIt4JZOgIg,Tiffany,1675,2012-05-10,971,966,1009,0,4,1308,108,106,88,22,311,619,1065,1065,909,585
156796,Y0DSxhhChQwzoQsLeDuvRw,Tim,1099,2009-03-17,1853,426,1448,0,3,38,51,15,3,7,66,181,141,141,92,12
157423,rLCbMQmIuWnlI-IhIj51kQ,Ryan,1088,2011-11-01,19,32,3,0,3,16,3,3,0,1,12,37,9,9,26,4
157442,lufa4bHQd3XLYQE1zXis0g,Lisa,1710,2006-06-12,194,71,11,0,3,176,25,13,30,5,129,167,245,245,119,65
157450,ET8n-r7glWYqZhuR6GcdNw,Michelle,1626,2008-03-28,14317,4840,11304,0,3,1475,130,172,202,107,1334,4707,1946,1946,459,291
157478,vkxKfc-S4X7AvlMSL64ngw,Danny,1271,2010-01-08,614,629,583,0,4,521,36,21,15,3,279,489,842,842,141,195
157901,EJPBXvEdaodsPQuYBT6low,Bobby,1478,2007-12-18,785,542,588,0,3,68,21,12,6,22,122,301,170,170,54,12
157927,hzKQOJI8-7TM-BstJpSVCA,Amanda,1136,2009-09-26,1155,367,1238,0,3,143,15,2,3,1,194,230,238,238,79,51
159857,jAiGoRmj3eAkeH_3KfudXg,Mary,1068,2008-05-08,17954,9164,14884,0,3,608,45,95,105,73,245,1134,820,820,278,77
160019,IdnbvI-jYalwwSdLldiw0w,Kathy,1023,2009-05-04,45,27,18,0,3,12,4,4,4,0,18,9,14,14,14,17
161616,W7DHyQlY_kXls2iXt-_2Ag,Maggie,2523,2008-11-30,34332,33845,33590,0,3,9987,1495,826,583,456,5797,6978,12928,12928,5195,6923
162075,GcdYgbaF75vj7RO6EZhPOQ,Kathleen,1415,2012-07-07,427,199,191,0,3,116,24,5,6,3,104,156,155,155,81,118
162105,8Z9ugoA4MGwiJVh-CB8bhQ,Esther,1147,2006-05-16,631,1038,528,0,3,130,9,10,16,3,36,87,131,131,45,27
162830,8-4W2kWgly4368CqomkfmA,Sara,1219,2006-12-13,296,152,187,0,3,56,12,13,5,7,39,94,82,82,46,10
162857,d67zTET_2IuVoWcUU0aWaQ,Janet,1845,2008-12-27,1032,771,758,0,3,587,190,59,21,4,129,288,935,935,404,84
163116,5BpJEC8YVi80ecWT5CtlfQ,Jenny,2339,2008-09-11,6035,5909,5977,0,3,2457,184,164,50,75,472,1473,2334,2334,990,1069
163119,BPZEAoU0sB6CFGusTErUuA,Vikéndios,1240,2010-08-22,738,349,984,0,3,149,8,4,0,3,101,177,407,407,54,232
163317,aD-rsDe2S0e7jTkYD6ULaQ,Eve,1111,2008-01-28,1236,1183,1225,0,3,682,49,14,55,15,255,201,483,483,136,26
163387,EVaW-GGDEbYrYhgGUmO0DQ,Karen,1004,2008-07-17,58,34,8,0,3,103,9,15,7,0,33,27,61,61,113,2
163761,wZG2xlICfUkJiY1NdPJH2A,Naomi,1690,2009-05-31,99,44,66,0,3,69,7,6,36,6,57,111,125,125,59,52
172451,Pf7FI0OukC_CEcCz0ZxoUw,Don,2255,2007-07-10,21300,4207,18353,0,3,1351,168,180,107,139,1363,4457,2768,2768,1000,240
174188,6q3RKPxoCV8ZxSFkILg1eg,Petra,1086,2006-01-24,223,74,102,0,3,96,16,2,9,0,53,135,123,123,43,18
175123,nnwBdqGHIAJQ5QX9lHOtrQ,Hank,2464,2008-02-18,383,138,130,0,2,106,54,31,8,11,110,439,235,235,96,3
175569,AyVI_VJ3My6ibiIkcLQYGw,Liserd,1663,2008-06-20,1158,497,1974,0,3,8,13,8,3,7,25,55,39,39,28,33
176194,yrWJ4YZWvFj_NDOvTRaAqA,Jessie,1582,2009-03-05,42,49,10,0,3,47,9,8,13,0,36,52,96,96,52,20
176330,jwtTBTYuL8249q26lmJH6A,Jessica,1388,2010-05-16,1227,499,186,0,3,24,8,5,5,1,21,35,38,38,19,1
176337,7fZu8ud7JXFthU0jPxVf4g,Warren,1046,2009-07-19,37,48,16,0,3,15,8,6,3,2,13,52,38,38,36,2
176351,fHS0bQ-l5rHME_xXKQSYXQ,Kevin,1402,2007-03-19,77693,30977,60671,0,3,383,49,30,46,75,514,1563,942,942,260,60
176403,itXMelaTleEjLIFWCJtnwg,Christina,1619,2008-04-30,37198,1582,17070,0,3,503,76,47,74,61,771,3164,960,960,330,191
176407,6JehEvdoCvZPJ_XIxnzIIw,Heather,1133,2011-12-27,14793,13270,14023,0,3,111,30,9,5,6,325,1051,349,349,103,88
176692,Ve0LUwcrzxL7w0RYgY4Aaw,Katy,1985,2008-08-22,21743,4688,6488,0,4,1574,178,177,285,87,2042,5836,2963,2963,995,495
177318,HUmClClluKP5Ur6X7e306Q,John,1148,2008-03-01,3040,1842,2341,0,3,123,10,7,5,5,66,209,209,209,65,10
177991,wjQv92px4xHjbBoATkOTUw,Jennifer,1110,2006-06-16,705,584,593,0,3,17,7,4,3,6,26,43,42,42,27,5
178364,bQCHF5rn5lMI9c5kEwCaNA,Vincent,1294,2012-03-18,814,608,734,0,3,61,6,2,0,0,22,117,113,113,44,23
179352,cufhYFdyrUAt4SWe-m0grQ,Johnny,1940,2008-02-02,18571,7493,19858,0,3,1582,224,199,118,130,1799,7236,2860,2860,1041,167
179355,KYtrBL_Cp1CudlGC1XiiSA,"Gustavo A.",1162,2007-04-01,2400,557,1906,0,3,301,26,11,19,23,224,753,478,478,140,23
179551,AOFDB60pjiXby08lx5HHYQ,Lisa,1054,2011-07-15,101,86,73,0,3,4,5,2,1,1,11,19,6,6,6,1
180300,WG0kTEJJNfT1egnunxpsvQ,Ticha,1533,2009-05-07,4318,4041,3959,0,3,118,24,22,7,6,144,375,307,307,106,138
180581,oSN3M4_WKdlTsnpgqPDiBg,Steph,1565,2007-05-25,15663,12537,15242,0,3,1124,99,115,52,8,754,1551,1494,1494,554,292
180585,OMoBzr4FhDkk7yV8zYtmiw,Noel,1620,2008-03-03,1971,1223,2457,0,3,254,29,17,14,24,139,350,318,318,100,25
180733,wEE-YMx5pmSuagLtNxMPKA,Stephanie,1432,2007-08-16,55722,10642,52160,0,3,1362,148,96,82,63,1431,6045,2400,2400,708,346
181354,cYjzLu3fm-VbtjRMCuhK6Q,Jennifer,1101,2009-03-13,1776,243,39,0,3,64,9,9,2,5,51,136,86,86,64,7
182000,W3Z5K5Ks4PJHo_RFexaqdA,Wendy,1952,2010-03-07,9195,7218,8550,0,4,968,74,51,67,27,632,1028,1217,1217,1090,1380
182028,RO78jiBkX61pPweJLVlCgA,Dave,1182,2005-11-27,3237,2749,2938,0,3,154,33,12,42,24,271,307,414,414,69,21
182502,L7VEJP1RrpXRRRWsYIu3tA,Leonard,1353,2009-09-25,33,22,22,0,3,14,5,3,3,3,20,42,26,26,37,22
184491,1PJ-RjMqXHeymSkLRzuIdA,Hdfddcdcsd,1195,2007-01-21,95,52,26,0,3,41,7,7,12,0,67,76,53,53,29,12
189004,eMAmkqtFhhqkzTWKcsARSw,Kelly,1247,2009-02-03,269,258,428,0,3,62,6,6,3,7,49,69,116,116,36,10
189033,g3HFkZgloxLQCvoJ5Zs5gg,Jana,2819,2009-08-03,2040,800,1962,0,3,810,59,45,44,10,359,940,1322,1322,475,401
189302,moNhelvHfXSh2BtlpGiDvw,Kristy,1302,2007-11-08,1373,1145,373,0,3,192,14,20,14,3,112,155,262,262,67,18
189496,IcdxwCBX6rNHwlcFJEVVtQ,Hilary,1148,2008-01-23,5890,3542,5221,0,4,286,37,25,51,25,497,2115,517,517,239,72
189509,FH79bierETA44QEW86mx1g,Diana,1582,2005-10-11,7156,4887,1973,0,3,27,10,10,18,3,52,84,89,89,19,9
189510,1m4Hmm7IbgGjVupM7CQSMw,Nikki,1022,2006-01-22,118,110,39,0,4,171,9,10,47,8,33,70,151,151,34,10
189527,XHtxE4o-uziJaoOYEkvk3g,Elton,1024,2008-03-02,97,161,48,0,3,53,7,11,5,8,26,53,70,70,26,8
197280,JD7L3z31GmOuVsRRPyqdFQ,Brian,1051,2006-08-30,76,16,34,0,3,12,16,0,0,1,60,75,45,45,47,27
198243,9IF2ZMnkrZlvxCHcO0h1EQ,Lee,1088,2007-09-30,270,130,92,0,4,70,7,8,7,11,27,63,147,147,44,10
198359,KFiz7nL-lRFF-xIgOPZLkg,Richard,1242,2011-01-03,61,3,12,0,4,15,2,3,0,0,19,42,21,21,25,9
198391,fgwI3rYHOv1ipfVfCSx7pg,Emi,1435,2009-09-17,36998,25503,33017,0,4,3307,161,151,204,86,1448,7618,4939,4939,1148,838
198628,NVei24-9k5GIZNRR1xGcRQ,Tom,1500,2006-06-26,715,290,303,0,3,51,10,3,7,1,69,102,93,93,69,14
198789,HGTdyEDygTqANThO64WDWQ,Steve,1563,2008-04-21,16,9,9,0,3,29,7,9,0,2,26,66,66,66,35,3
198909,WNbVCtfq2lGMEwLDXyyd6A,Heejin,1852,2007-09-09,6,10,5,0,3,237,123,19,29,4,205,262,441,441,396,261
199187,I4eTqRHq93iElqq4f5istw,Eric,1082,2009-10-10,6646,2372,3114,0,3,54,15,11,1,3,120,285,196,196,96,23
